"GEOID10","pop10"
"421010107004014",135
"421010106001009",42
"421010107002026",0
"421010106002001",0
"421010108001004",12
"421010107002000",13
"421010008043003",189
"421010012022000",269
"421010019003011",69
"421010019003008",110
"421010022001003",27
"421010014003020",93
"421010022001000",308
"421010024005005",0
"421010023001004",123
"421010011011005",57
"421010011011000",251
"421010009012008",369
"421010009012011",99
"421010009011003",159
"421010009011004",4
"421010009011009",26
"421010231001013",47
"421010257001003",213
"421010036002011",60
"421010033006009",107
"421010033005003",97
"421010036004016",101
"421010036001008",113
"421010036003005",105
"421010172012002",137
"421010172012000",142
"421010152002006",0
"421010013005021",66
"421010013005023",46
"421010013005029",12
"421010013003008",0
"421010021001013",83
"421010021001004",70
"421010012013003",93
"421010378002074",0
"421010012013006",70
"421010378002001",0
"421010379003015",8
"421010311023002",110
"421010312001003",214
"421010267005006",135
"421010267004004",158
"421010267004005",137
"421010267007005",112
"421010183003016",83
"421010184001009",82
"421010184001013",62
"421010183004006",0
"421019809001099",0
"421010183004004",61
"421010183001005",35
"421010183001001",185
"421010184002034",0
"421010381001027",33
"421010381001032",73
"421010381001022",0
"421010381001037",62
"421010381001043",0
"421010291002005",78
"421019802001002",33
"421010344004027",32
"421010344004024",38
"421010339003007",0
"421010341005000",183
"421010341005009",73
"421010341004005",2
"421010339003001",140
"421010341004013",82
"421010339003005",69
"421010306005006",211
"421010306006005",0
"421010306005000",73
"421010306004000",72
"421010306007004",91
"421010306004003",99
"421010305025008",145
"421010305022001",147
"421010305023002",155
"421010305022007",222
"421010163002011",0
"421010163004019",0
"421010275003003",115
"421010179001003",207
"421010179004010",0
"421010153002000",147
"421010141002005",0
"421010191002001",208
"421010191004016",101
"421010190004001",111
"421010190003006",0
"421010390008005",41
"421010390003004",156
"421010301005005",0
"421010390005002",226
"421010311022000",139
"421010311023000",180
"421010302005001",0
"421010302005004",114
"421010298004018",104
"421010319001010",166
"421010319003000",76
"421010319002001",205
"421010319002004",115
"421010298002008",116
"421010321003011",92
"421010321001008",165
"421010321001017",0
"421010294003013",8
"421010380002006",148
"421010380001012",101
"421010380001014",121
"421010380002003",0
"421010299002002",52
"421010361001017",0
"421010362021003",12
"421010362033013",0
"421010041014011",88
"421010028011009",131
"421010028011008",129
"421010027012000",78
"421010027012011",125
"421010041011010",60
"421010027012010",155
"421010042014007",123
"421010027011001",84
"421010027021011",9
"421010025001005",83
"421010025002010",51
"421010027021005",36
"421010027021004",15
"421010119003009",60
"421019809001023",0
"421010313002008",9
"421010390004008",0
"421010257001006",310
"421010256003005",0
"421010256001010",23
"421010386001008",30
"421010231001031",23
"421010388001006",2
"421010386001009",56
"421010388001014",25
"421010388001013",14
"421010388004011",132
"421010386001037",45
"421010235001006",0
"421010386001031",0
"421010386001034",99
"421010093004001",147
"421010093004000",84
"421010103002010",57
"421010111002000",58
"421019800001101",0
"421019800001104",0
"421010111001008",11
"421010110002003",174
"421010103001007",101
"421010103001008",11
"421010161001028",17
"421010033001010",89
"421010032006007",125
"421010032004016",114
"421010032005002",0
"421010032005008",136
"421010036001020",0
"421010036003023",35
"421010013001000",86
"421010014001005",141
"421010014001016",81
"421010012013001",56
"421010267003005",0
"421010267003006",0
"421010249003000",90
"421010249003004",163
"421010249002006",83
"421010279014003",167
"421010279014002",0
"421010279014008",91
"421010279022002",149
"421010279014012",61
"421010277003007",72
"421010277003006",126
"421010278001003",83
"421010277001005",80
"421010277001006",138
"421010278004007",0
"421010278001004",107
"421010278001007",99
"421010344004013",18
"421010344004028",0
"421010341004002",171
"421010160006013",113
"421010144002022",31
"421010144002041",4
"421010158004006",50
"421010158005011",155
"421010357011010",140
"421010359002014",213
"421010359002016",77
"421010355003005",123
"421010176014010",4
"421010176023015",45
"421010176021003",189
"421010176022004",0
"421010176014016",135
"421010176014021",163
"421010176021010",129
"421010176013013",92
"421010163002002",45
"421010163004022",41
"421010163004005",40
"421010163003005",66
"421010163004004",36
"421010163004026",86
"421010161003010",59
"421010195012011",108
"421010158004007",109
"421010158004003",85
"421010143001048",0
"421010158005001",59
"421010158003017",98
"421010158003006",52
"421010158003010",0
"421010314015003",109
"421010314014007",153
"421010314014005",166
"421010314012003",209
"421010314013001",170
"421010314013003",129
"421010314012001",163
"421010314023004",200
"421010314023013",215
"421010348013009",55
"421010363012013",1
"421010353021002",606
"421010352002007",101
"421010027024005",94
"421010366001073",0
"421019807001011",0
"421010081021001",143
"421010081013004",51
"421010081012002",148
"421010082004001",131
"421010082004000",153
"421010286004003",205
"421010286004001",76
"421010286004005",200
"421010285001014",131
"421010285001020",55
"421010286003003",133
"421010287001000",87
"421010286006004",159
"421010286002010",0
"421010274022004",37
"421010016001006",20
"421010016001023",32
"421010016001026",18
"421010016001024",26
"421010016001018",35
"421010024001000",73
"421010025001006",518
"421010017002008",0
"421010025001008",4
"421010017001012",140
"421010367001066",0
"421010367001020",11
"421010001002003",2
"421010001002018",0
"421010365011023",145
"421010201023000",0
"421010204003003",69
"421010204003002",114
"421010204003020",0
"421010204002004",0
"421010203002017",12
"421010203002016",7
"421010203002010",46
"421010203002000",24
"421010203002012",100
"421010203002025",40
"421010203002026",69
"421010282003022",101
"421010146001007",1624
"421010146001003",0
"421010377001017",156
"421010377002023",108
"421010165003026",26
"421010377002013",0
"421010377002022",217
"421010377002021",0
"421010377001000",68
"421010145001012",54
"421010146002005",82
"421010146003000",47
"421010145001005",0
"421010145001011",0
"421010145001003",0
"421010145002004",15
"421010140003007",276
"421010132002003",0
"421010376001053",0
"421010125003036",0
"421010376001055",0
"421010002001014",4
"421010002001025",5
"421010002001029",0
"421010284004019",0
"421010266001002",92
"421010293002009",0
"421010326003001",88
"421010244002000",98
"421010362031001",0
"421010362031002",0
"421010363011020",0
"421010363011024",0
"421010373003000",0
"421010033002030",0
"421019808001028",0
"421010054001017",0
"421010215002016",0
"421010042011005",127
"421010041011012",64
"421010041012010",123
"421010041012000",141
"421010041021010",137
"421010041021000",0
"421010042012007",168
"421010041022001",138
"421010105002001",87
"421010093005000",99
"421010104003009",39
"421010104003016",76
"421010093001002",73
"421010093003003",72
"421010093003000",28
"421010105002004",0
"421010104003001",58
"421010105002028",92
"421010105001003",10
"421010107002021",25
"421010092002006",101
"421010108002005",55
"421010108005003",42
"421010108002006",111
"421019800001143",0
"421010149006006",70
"421010149006018",70
"421010149006019",5
"421010149006016",7
"421019800001177",0
"421010011014008",38
"421010011013005",61
"421010018002008",44
"421010024005013",167
"421010018002013",40
"421010024005000",84
"421010018002011",27
"421010024003009",36
"421010036003017",0
"421010036003013",94
"421010036003002",0
"421010036003001",0
"421010119003001",0
"421019800001087",0
"421010122042000",1
"421010121002001",86
"421019800001086",0
"421019800001083",0
"421019800001108",0
"421010375001011",147
"421010114001002",140
"421010115001005",146
"421019808001012",0
"421010012025000",183
"421010012023001",67
"421010014001001",96
"421010098023001",142
"421010098023012",135
"421010375002013",27
"421010100004001",115
"421010375002012",34
"421010098011002",87
"421010098023007",105
"421010098012003",4
"421010278001008",132
"421010173002048",0
"421010173002049",23
"421010173002050",0
"421010167021001",95
"421010167021000",104
"421010167023008",30
"421010166002003",32
"421010174002002",90
"421010165001001",54
"421010174001014",102
"421010165001000",54
"421010142001007",56
"421010142002028",106
"421010341005010",14
"421010341005011",73
"421010341004015",0
"421010339002001",466
"421010306005001",23
"421010306006012",78
"421010143001036",27
"421010142002001",0
"421010143002001",74
"421010143002000",63
"421010143002007",45
"421010143001008",0
"421010143001002",0
"421010179005023",0
"421010160001004",71
"421010160004007",57
"421010316004000",115
"421010316001004",142
"421010316001001",148
"421010317003004",21
"421010316004007",26
"421010316003003",116
"421010316003005",0
"421010320007003",59
"421010319004008",137
"421010319003005",37
"421010298005003",93
"421010298003004",78
"421010298005006",91
"421010298002003",125
"421010298004015",82
"421010310004001",43
"421010310003003",58
"421010313003004",187
"421010313005006",150
"421010313003001",150
"421010161002001",102
"421010161002000",99
"421010191006007",0
"421010192005013",73
"421010192001002",146
"421010192005012",81
"421010191001008",100
"421010192002000",274
"421010180011012",43
"421010314022009",0
"421010315021013",163
"421010245002005",72
"421010245002006",0
"421010192002003",81
"421010192004008",232
"421010177025009",53
"421010177023004",80
"421010177022002",141
"421010192005010",182
"421010177013004",101
"421010177012003",187
"421010177012006",89
"421010178005007",214
"421010363034004",92
"421010362024006",294
"421010363034006",238
"421010082003000",141
"421010172021000",107
"421010205002009",54
"421010202006006",87
"421010202005012",132
"421010202001008",109
"421010172013007",51
"421010173002007",0
"421010172011000",13
"421010202001015",22
"421010169011000",126
"421010168002003",118
"421010168005003",112
"421010168001005",26
"421010152002012",863
"421010013005027",21
"421010032004001",80
"421010020002016",95
"421010013003004",52
"421010020001018",68
"421010021001008",74
"421010012012002",150
"421010012012001",132
"421010012013011",50
"421010014002004",106
"421010012013014",124
"421010014002002",127
"421010012025001",139
"421010012023008",45
"421010012023002",35
"421019802001055",0
"421010315022001",0
"421010315021007",154
"421010315022006",108
"421010315014001",159
"421010333003018",44
"421010333003017",76
"421010332001000",184
"421010332001010",127
"421010332002008",109
"421010332001012",120
"421010315011002",129
"421010333002000",167
"421010333001015",0
"421010347011009",327
"421010347011011",185
"421010305013010",148
"421010291001009",187
"421010305012010",163
"421010305021002",112
"421010305011003",95
"421010133002021",28
"421010302005009",207
"421010301004004",72
"421010190003011",191
"421010301002004",162
"421010293001008",117
"421010293001005",62
"421010293002001",128
"421010293002011",65
"421010293002023",106
"421010301005012",114
"421010301002003",251
"421010301002001",152
"421010302003007",127
"421010294003004",88
"421010300006011",85
"421010373001033",102
"421010373001034",96
"421010050001004",0
"421010040012004",131
"421010040012011",134
"421010040022003",121
"421010040022002",133
"421010041023007",130
"421010041024012",133
"421010041024011",145
"421010041023000",141
"421010041022009",131
"421010041023004",126
"421010041022008",160
"421010372003003",85
"421010042023004",129
"421010372004006",121
"421010258001002",372
"421010356022002",13
"421010264006002",123
"421010340002010",54
"421010337013003",403
"421010210005002",294
"421019801001051",0
"421010122042006",0
"421010198001006",22
"421010383001053",0
"421019802001063",0
"421010372004010",140
"421010042023002",133
"421010042023001",127
"421010042011011",110
"421010042013008",0
"421010042021003",117
"421010042021011",58
"421019807001038",0
"421010025002004",15
"421010025002006",63
"421019807001005",0
"421010027021002",35
"421010025002015",39
"421010054001006",433
"421010064003026",0
"421010065002003",123
"421010064001006",143
"421010064001009",9
"421010063003000",126
"421010064003016",83
"421010388004013",65
"421010237002002",285
"421010237002014",38
"421010255001006",113
"421010388002002",93
"421010388003000",119
"421010236002002",53
"421010236001001",30
"421010236001007",54
"421010236003012",12
"421010236002007",258
"421010239001000",52
"421010236003017",0
"421010238005000",122
"421010238005003",97
"421010259004002",161
"421010115003010",248
"421010100004009",36
"421010245001002",159
"421010245003013",98
"421010245002001",181
"421010245002010",89
"421010244003004",134
"421010244003002",129
"421010245001005",183
"421010098022000",187
"421010375002010",119
"421010098012007",61
"421010098022001",305
"421010098021007",240
"421010098022003",184
"421010098022007",92
"421010387002000",0
"421010367001011",19
"421010144002025",7
"421010142002014",65
"421010142002012",31
"421010142002037",50
"421010142002042",303
"421010367001002",116
"421010142002041",78
"421010366001053",0
"421010142002051",7
"421010142002065",13
"421010142002000",0
"421010366001003",390
"421010318004003",232
"421010312001001",201
"421010312003007",0
"421010318003000",92
"421010318003004",114
"421010302003002",169
"421010318003002",85
"421010318002003",188
"421019809001193",0
"421010305025001",66
"421010305025002",129
"421010305022000",190
"421010305023006",91
"421010163002006",66
"421010178004002",133
"421010178004003",103
"421010178004006",80
"421010178004005",126
"421010179001008",16
"421019809001230",0
"421010180011022",0
"421019809001042",0
"421010098023000",113
"421010098023004",211
"421010098023003",131
"421010098012002",161
"421010098023006",131
"421010098011003",98
"421010098011004",111
"421010098011008",160
"421010098012008",96
"421010098011007",148
"421010098021009",201
"421010098022006",245
"421010387002001",55
"421010384002006",20
"421010191005011",152
"421010191003001",171
"421010191003008",162
"421010191005016",8
"421010191005012",76
"421010188003004",84
"421010382003032",0
"421010190004007",164
"421010190005003",209
"421010190005002",181
"421010190005001",200
"421010190005007",0
"421010190005016",126
"421010305013000",169
"421010306004006",48
"421010306003004",55
"421010305011005",112
"421010306003007",90
"421010305012001",166
"421010305011008",237
"421010306006000",91
"421010306007014",119
"421010307003011",134
"421010306007015",133
"421010307001001",57
"421010306001001",122
"421010307002005",47
"421010290003004",63
"421010286001017",68
"421010287001003",0
"421010287001015",0
"421010287002003",174
"421010383001018",0
"421010383002006",0
"421010383002011",0
"421010383001030",0
"421010288001012",104
"421010288001015",80
"421010288003021",35
"421010288003022",0
"421010288003018",42
"421010288003025",57
"421010288001001",89
"421010001001011",7
"421010001001010",90
"421010372002007",69
"421019806001006",0
"421010372002019",0
"421010372002010",87
"421010372002011",82
"421010372002015",42
"421010282001012",0
"421010281002015",0
"421010283007002",47
"421010283006002",80
"421010283001002",115
"421010283004004",111
"421010282002008",164
"421010283004010",138
"421010203001001",82
"421010132002017",177
"421010141001017",0
"421010131001015",0
"421010141001002",53
"421010131002006",84
"421010376001009",0
"421010348033003",130
"421010347011003",201
"421010348012004",0
"421010347022015",65
"421010027021019",13
"421019807001024",0
"421019807001025",0
"421010118003004",0
"421010098022004",381
"421010066004012",19
"421010066001010",0
"421010372001011",45
"421010151021016",71
"421010151021017",2
"421019809001178",0
"421019800001072",0
"421010207003021",0
"421010050001066",0
"421010373001040",0
"421010142002070",0
"421019807001032",0
"421019807001033",0
"421019807001057",0
"421010364001002",2
"421010353012005",95
"421010388001010",0
"421019806001007",0
"421010245003017",26
"421010210004030",0
"421010259004005",179
"421010104003005",92
"421010105002012",117
"421010105002011",65
"421010105002019",27
"421010104003007",46
"421010105003012",38
"421010084002001",101
"421010085004002",112
"421010081025003",126
"421010081013001",63
"421010081011004",0
"421010081024002",164
"421010081025000",85
"421010085007015",66
"421010085006007",122
"421010137005010",151
"421019800001184",26
"421019800001208",0
"421010108003002",36
"421010109003005",62
"421010109003008",46
"421010109001001",93
"421010109001000",108
"421010109002002",130
"421010109001012",119
"421010109003002",139
"421010090003002",97
"421019800001206",0
"421010087013001",208
"421010245002008",113
"421010243002002",65
"421010205001023",0
"421010244002005",71
"421010244002006",40
"421010205001021",0
"421010170003006",99
"421010170002019",0
"421010387002003",16
"421010318002004",194
"421010317002005",153
"421010318002008",104
"421010302001000",0
"421010319005002",0
"421010301001005",161
"421010278001014",143
"421010267001005",133
"421010267001004",155
"421010267003001",159
"421010269002004",45
"421010269002002",40
"421010268002006",41
"421010268002010",118
"421010270002006",38
"421010270002012",19
"421010278003004",108
"421010282003014",0
"421010165001006",99
"421010165001005",52
"421010165003005",790
"421010198001007",150
"421010198001008",111
"421010163004013",6
"421010163004018",18
"421010163002014",47
"421010275004005",113
"421010353012011",144
"421010353012009",60
"421010382003029",23
"421010382003025",185
"421010382003024",21
"421010188006007",72
"421010188002001",102
"421010188004000",104
"421019807001087",4
"421010352001015",0
"421010050001079",0
"421010263024003",138
"421010263021000",242
"421010263021006",33
"421010263022009",224
"421010264001004",122
"421010263021003",161
"421010266008001",78
"421010266003003",141
"421010266008003",120
"421010284004029",0
"421010284004024",72
"421010197006001",169
"421010284004001",0
"421010284004002",96
"421010197003000",141
"421010197002004",233
"421010001001008",0
"421010001001016",43
"421010001001021",18
"421010010021000",94
"421010366001008",0
"421010366001017",0
"421010366001028",0
"421010366001004",0
"421010010023014",546
"421010010021004",0
"421010016002009",85
"421010017001006",76
"421010017001015",65
"421010017001017",43
"421010017001018",0
"421010366001030",0
"421010300005017",43
"421010294003011",19
"421010299001011",28
"421010300002005",136
"421010299004004",92
"421010298005002",49
"421010299004013",104
"421010317004008",213
"421010317005000",111
"421010317001001",140
"421010319005004",81
"421010316007010",114
"421010331021000",94
"421010348013003",257
"421019802001066",0
"421010331024002",328
"421010331024003",66
"421010331021003",31
"421010329005001",48
"421010331022006",222
"421010329005010",60
"421010329005009",117
"421010329004001",75
"421010329004000",110
"421010141002006",0
"421010132002008",34
"421010157003013",0
"421010367002020",36
"421010024003001",94
"421010001002043",154
"421010363011035",0
"421010294003001",127
"421010312002015",51
"421010170002000",1
"421010039024024",0
"421010125003039",0
"421010039024025",0
"421010125003037",0
"421019809001142",0
"421019809001157",0
"421019809001162",0
"421019800001095",0
"421019800001197",0
"421019802001054",0
"421010060001024",0
"421010373002012",0
"421010378002062",70
"421010033002036",0
"421010033002001",0
"421010088023003",1176
"421010054001000",2
"421010204002007",54
"421010214001020",0
"421010369002028",0
"421019809001127",0
"421019801001067",0
"421010087021012",0
"421010087013005",218
"421010029002003",79
"421010039014000",40
"421010030013007",119
"421010030012002",72
"421010039014018",22
"421010030012003",0
"421010030012005",116
"421010029001012",176
"421010029001005",125
"421010029001020",92
"421010028022009",0
"421010040014012",94
"421010040014014",125
"421010023002015",134
"421010029002009",119
"421010029001001",95
"421010029003026",64
"421010029001000",67
"421010028024005",145
"421010029003003",32
"421010023002004",152
"421010028024003",96
"421010236003010",52
"421010236003013",58
"421010388002010",158
"421010259006004",83
"421010259005002",158
"421010259002002",123
"421010259001003",96
"421010259001002",87
"421010171003004",116
"421010171003003",0
"421010171004010",64
"421010171004000",128
"421010171001008",84
"421010171001003",109
"421010171001004",117
"421010135002001",77
"421010139003008",19
"421010135002004",108
"421010384001000",127
"421010220001003",35
"421010384001002",103
"421010199003006",146
"421010199004010",0
"421010199002008",22
"421010199002001",69
"421010199002012",16
"421010199004020",42
"421010199004028",52
"421010195012013",112
"421010199004032",0
"421010199004024",0
"421010011011014",6
"421010199004005",69
"421010376002036",2
"421010376002054",0
"421010002001023",54
"421010060001011",21
"421010376002056",3
"421010376002055",0
"421010376002027",8
"421010376002060",0
"421010376002061",0
"421010002001033",133
"421010005001030",1
"421010006001001",516
"421010275002008",76
"421010285001009",0
"421010285001001",166
"421010285001007",153
"421010285001013",71
"421010286003001",108
"421010274022005",62
"421010274022010",85
"421010290003002",74
"421010286005005",209
"421010383003011",0
"421010202003000",55
"421010201022004",67
"421010201022003",88
"421010201022002",134
"421010201022005",31
"421010201011009",105
"421010377002004",238
"421010377002000",10
"421010377002029",69
"421010060001013",0
"421010156002005",28
"421010145001000",103
"421010156001015",30
"421010156002024",91
"421010156001013",111
"421010144003000",0
"421010162002024",32
"421010156001002",94
"421010162002027",1
"421010162003000",109
"421010157001009",0
"421010382001027",0
"421010382001019",45
"421010179002003",258
"421010382002010",138
"421010382002004",72
"421010382002009",118
"421010382001021",6
"421010382001007",18
"421010379002000",0
"421010379002011",6
"421010379001006",0
"421010308003006",119
"421010308003005",100
"421010306002000",85
"421010306002003",138
"421010305011007",174
"421010390006008",96
"421010306001002",114
"421010309003005",37
"421010309001002",43
"421010390006007",91
"421019802001005",0
"421010342001001",96
"421010341001011",45
"421010342001008",1
"421010342002012",102
"421010340001008",226
"421010341003005",73
"421010288002005",145
"421010290003022",0
"421010290002001",321
"421010290004004",141
"421010288003016",148
"421010289024001",0
"421010289025003",0
"421010289023003",192
"421010291004001",142
"421010289024010",285
"421010289012009",240
"421010243004007",0
"421010003002001",0
"421010040023008",0
"421010040024005",3
"421010125001044",0
"421010003001011",0
"421010348021002",171
"421010348012014",152
"421010349004006",191
"421010349002004",103
"421010349003009",35
"421010349004008",23
"421010365022003",78
"421010365021004",152
"421010365021006",204
"421010365021015",0
"421010364001027",0
"421010389001014",33
"421010094001009",19
"421010363011014",116
"421010353022005",99
"421010330005007",80
"421019807001048",0
"421019800001055",0
"421010369002006",0
"421010033002008",0
"421010369001003",0
"421019800001217",0
"421019809001091",0
"421010386001021",0
"421010346001000",0
"421010293002022",18
"421010050001006",0
"421010018002002",108
"421010215002009",35
"421010093004007",20
"421010122041002",271
"421010078001003",220
"421019809001216",0
"421010369002019",0
"421019809001031",0
"421010207004001",71
"421010259002004",99
"421010258001008",114
"421010261002000",48
"421010255002000",58
"421010261001003",122
"421010261002002",38
"421010254004002",77
"421010261001018",54
"421010261001023",94
"421010085005006",128
"421010080004001",114
"421010080004007",131
"421010080003004",97
"421010081011005",99
"421010072006005",3
"421010072001002",74
"421010072001000",64
"421010072005001",155
"421010072001003",62
"421010072003004",80
"421010072003001",128
"421010065004000",141
"421010065004001",120
"421010065003003",150
"421010072002005",43
"421010087022003",91
"421010087022004",201
"421010088023001",190
"421010088023006",76
"421010087022005",172
"421010088012005",313
"421010088021004",228
"421010134021001",89
"421010134021000",78
"421010300002000",121
"421010216002001",2
"421010384002022",7
"421010317005005",145
"421010191005010",120
"421010191005008",94
"421010191003000",201
"421010191003009",171
"421010191005015",49
"421010005001028",0
"421010300006006",80
"421010300007011",139
"421010356011001",0
"421010065002004",0
"421010358002014",139
"421010358001003",66
"421010358001000",378
"421010358001016",62
"421010365012009",93
"421010365013005",30
"421010010021022",35
"421010010021013",146
"421010016001020",2
"421010017002005",24
"421010016001017",28
"421010017002012",1
"421010016001004",8
"421010016001000",59
"421010016001011",53
"421010016002005",114
"421010017002007",48
"421010017001008",163
"421010025001001",124
"421010191002002",157
"421019802001014",0
"421010337022007",73
"421010337012008",45
"421010337012007",34
"421010337012003",0
"421010337011002",149
"421010337011005",161
"421010337013014",139
"421010345023006",54
"421010345012000",79
"421010079002006",45
"421010355002026",102
"421010345022003",269
"421010280002000",11
"421010280002003",78
"421010281002006",0
"421010280003006",96
"421010280003012",112
"421010281001012",131
"421010280003005",59
"421010280002005",0
"421010280004002",14
"421010280004010",15
"421010205001012",0
"421010205001010",27
"421010205001019",150
"421010280001003",191
"421010280001000",0
"421010280001005",118
"421010205001030",81
"421010202005007",106
"421010179005007",64
"421010179005015",0
"421010177012002",40
"421010177012008",78
"421010192004015",150
"421010188005004",159
"421010192004010",151
"421010188006003",39
"421010178002005",171
"421010188004008",59
"421010178003001",98
"421010178002006",115
"421010179004015",242
"421010377001014",0
"421010147002001",0
"421010140003006",1
"421010190004000",167
"421010190004004",135
"421010390007005",206
"421010390006011",0
"421010390004004",0
"421010311023005",158
"421010292003001",0
"421010302005010",2
"421010302005005",153
"421010319004004",0
"421010319004000",9
"421010319001011",58
"421010319002007",93
"421010319004010",0
"421010321003010",77
"421010321001005",100
"421010321001004",152
"421010321001009",51
"421010380001002",185
"421010299002010",0
"421010380001017",0
"421010183003010",0
"421010299002004",94
"421010205001031",90
"421010201023002",57
"421010201023001",152
"421010280001007",136
"421010204003004",61
"421010280004008",135
"421010283003002",106
"421010204002012",89
"421010204002016",0
"421010201024001",121
"421010201024006",80
"421010203002022",30
"421010282003018",132
"421010282003019",101
"421010282001011",4
"421010146001016",84
"421010146002004",99
"421010166001014",0
"421010146001000",0
"421010377002012",0
"421010146003002",77
"421010145001004",0
"421010145002008",40
"421010145001008",44
"421010132002005",47
"421010132002010",114
"421010141002013",117
"421010141002011",143
"421010141001014",88
"421010141002001",43
"421010141002016",0
"421010302004005",378
"421010293001002",0
"421010301005006",89
"421010301005010",147
"421010293001007",33
"421010293001009",115
"421010301005014",93
"421010293001013",0
"421010293002005",52
"421010300005002",125
"421010300006010",5
"421010294001000",26
"421010294001001",101
"421010039023015",0
"421019806001001",0
"421010372003007",98
"421010040012010",98
"421010040021006",123
